epoch,train_bce,train_dice_loss,train_loss,val_bce,val_dice_loss,val_loss,val_pixel_dice
54,0.04560356588849613,0.1722996460424887,0.21790321211557132,0.0791167968085834,0.25070290906088694,0.3298197090625763,0.7604674611772809
55,0.04570415087446973,0.16639811874509933,0.2121022696699108,0.09895427844354085,0.28627240657806396,0.3852266882147108,0.7224679589271545
56,0.04610351902676058,0.1664329885362505,0.21253650736164403,0.09357657815728869,0.2701026201248169,0.36367920466831755,0.738753080368042
57,0.047272258849294334,0.17014017996487316,0.21741243874704516,0.07210741671068328,0.26323565414973665,0.3353430671351297,0.7472187791551862
58,0.045551987784402864,0.16105686705391686,0.20660885443558563,0.09154012054204941,0.2668605446815491,0.3584006684167044,0.7412371635437012
59,0.04418401030806808,0.15684611679197433,0.20103012777126586,0.07487022770302636,0.2268374732562474,0.30170770628111704,0.7812990971973964
60,0.043737922048380784,0.15955011049906412,0.20328803266490902,0.09311086684465408,0.27446779182979036,0.36757865973881315,0.7344952140535627
61,0.046931326607460376,0.1782490761430414,0.22518040266659883,0.08624579331704549,0.27071549211229595,0.35696128010749817,0.7385440979685102
62,0.04466279596090317,0.16074798880396662,0.20541078523472622,0.0828569967831884,0.25580413000924246,0.3386611214705876,0.7543910230909076
63,0.04385130082231921,0.15927600860595703,0.20312730880739452,0.0821477621793747,0.2539283548082624,0.3360761148588998,0.753702095576695
64,0.04319484578865068,0.1669871893014994,0.21018203421755954,0.09142852361713137,0.2588446651186262,0.3502731919288635,0.7505023990358625
65,0.04407618011910099,0.1643022594151196,0.20837843874553302,0.08598458234752927,0.2458790966442653,0.33186368005616323,0.7619842546326774
66,0.04415921147006589,0.16646340999517356,0.21062262161626472,0.0905561377959592,0.2784917269434248,0.369047863142831,0.7290585381644112
67,0.042575586218017714,0.15810199954488255,0.2006775854944109,0.08953044776405607,0.26110137360436575,0.35063182030405315,0.7480631811278207
68,0.04258645797433617,0.15755658697437597,0.20014304412646336,0.0903860894697053,0.24722706420081003,0.33761315260614666,0.7617403864860535
69,0.04435507501769173,0.1578232125119046,0.20217828747925456,0.09074843568461281,0.2687225341796875,0.3594709719930376,0.7399902088301522
70,0.043834608216006474,0.1571264019957534,0.2009610104131269,0.08664561488798686,0.24956519263131277,0.3362108085836683,0.7582046815327236
71,0.04507563503140265,0.16641621493004463,0.2114918508508184,0.10813507011958531,0.28894931077957153,0.3970843766416822,0.7213805147579738
72,0.045375738058004295,0.1679478620623683,0.21332360065735137,0.08310629959617342,0.24402917282921927,0.32713547348976135,0.7652408395494733
73,0.04235928995652242,0.1524585394171981,0.19481782937372052,0.07680650161845344,0.2504121661186218,0.3272186688014439,0.7591888053076608
74,0.04559603380458849,0.16857496091911384,0.21417099492506939,0.09052255536828722,0.26472688572747366,0.3552494432244982,0.7430719477789742
75,0.041941826710024395,0.15535629225206804,0.19729811959975474,0.08666643926075526,0.23773519481931413,0.3244016340800694,0.7703206794602531
76,0.04262722807156073,0.15185475080936878,0.19448197847819543,0.09036046053682055,0.24190780094691686,0.3322682636124747,0.7661208169800895
77,0.0409949793404824,0.15251740410521225,0.19351238321076641,0.08567833794014794,0.24521233354296004,0.330890668290002,0.7616650717599052
78,0.040930178049985354,0.15412999917794992,0.19506017648958945,0.08870268506663186,0.2563650097165789,0.3450676841395242,0.7514172707285199
79,0.041174008687202994,0.14545706102439948,0.18663106925852663,0.0826836537037577,0.25352407353264944,0.3362077346869877,0.752940467425755
80,0.0411947524292512,0.14882576626700325,0.1900205179914698,0.0805642626115254,0.24177372455596924,0.322337989296232,0.7659845437322345
